City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,chabahar,25.2919,60.643,21.24,58,34,3.21,IR,1705897106
360,maintirano,-18.0667,44.0167,25.96,87,59,5.21,MG,1705897107
361,san luis,-33.295,-66.3356,20.99,54,22,4.57,AR,1705897107
362,nasiriyah,31.0521,46.261,15.09,38,20,3.9,IQ,1705897107
363,tabou,4.423,-7.3528,26.45,87,9,1.8,CI,1705897108
364,makoua,0.0069,15.6333,23.9,43,49,1.03,CG,1705897108
365,santa cecilia,-26.9608,-50.4269,14.96,98,93,1.78,BR,1705897108
366,causeni,46.6442,29.4139,-5.43,77,95,1.59,MD,1705897110
367,brady,31.1352,-99.3351,5.85,100,100,5.66,US,1705897110
368,lompoc,34.6391,-120.4579,15.99,76,0,6.69,US,1705897111
369,laojunmiao,39.8333,97.7333,-10.28,31,6,4.18,CN,1705897111
370,mhasvad,17.6333,74.7833,22.9,44,40,3.93,IN,1705897112
371,hanceville,34.0607,-86.7675,-0.05,42,3,1.97,US,1705897112
372,nema,57.5067,50.5011,-24.19,97,8,2.68,RU,1705897112
373,sierra vista,31.5545,-110.3037,9.21,89,100,5.66,US,1705897113
374,kununurra,-15.7667,128.7333,32.99,62,75,5.14,AU,1705897113
375,poplar bluff,36.757,-90.3929,-1.12,67,100,2.06,US,1705897113
376,decorah,43.3033,-91.7857,-6.49,73,100,7.2,US,1705897114
377,axim,4.8699,-2.2405,26.39,89,1,1.95,GH,1705897115
378,freeport,40.6576,-73.5832,-2.9,58,0,6.69,US,1705897115
379,troitskoye,52.9821,84.6757,-16.33,90,6,1.81,RU,1705897115
380,carbonear,47.7332,-53.2148,0.23,89,100,7.71,CA,1705897115
381,corinto,37.9407,22.9573,7.03,60,71,10.82,GR,1705897116
382,carnarvon,-24.8667,113.6333,27.94,52,64,10.69,AU,1705897116
383,taroudant,30.4703,-8.877,15.15,41,0,2.55,MA,1705897117
384,kaohsiung,22.6163,120.3133,23.97,62,20,3.09,TW,1705897021
385,adrar,20.5022,-10.0711,20.94,10,100,4.14,MR,1705897118
386,mitu,1.1983,-70.1733,24.1,83,59,0.47,CO,1705897118
387,christchurch,-43.5333,172.6333,29.71,47,20,10.29,NZ,1705897013
388,mirnyy,62.5353,113.9611,-13.2,78,100,4.02,RU,1705897120
389,adre,13.4667,22.2,14.57,15,1,3.32,TD,1705897120
390,pokhara,28.2333,83.9833,14.74,35,4,2.39,NP,1705896637
391,port antonio,18.18,-76.4612,26.95,86,20,7.37,JM,1705897121
392,carrigaline,51.8117,-8.3986,6.86,75,20,6.69,IE,1705897121
393,abdurahmoni jomi,37.9464,68.8088,4.16,87,40,0.0,TJ,1705897122
394,san julian,21.0167,-102.1667,15.24,52,81,2.15,MX,1705897122
395,anar darah,32.7587,61.654,9.6,32,0,1.33,AF,1705897122
396,lauro de freitas,-12.8944,-38.3272,28.01,83,75,2.57,BR,1705897123
397,weston,26.1004,-80.3998,19.01,63,100,7.72,US,1705897123
398,sabha,27.0377,14.4283,10.26,76,0,5.28,LY,1705897123
399,vilyuysk,63.7553,121.6247,-25.56,98,100,3.13,RU,1705897124
400,erbil,36.1926,44.0106,8.9,81,100,1.54,IQ,1705897124
401,thisted,56.9552,8.6949,7.33,91,100,17.31,DK,1705897125
402,floro,61.5996,5.0328,6.04,93,100,9.77,NO,1705897125
403,colindres,43.3864,-3.4353,15.08,76,96,3.93,ES,1705897125
404,khagrachhari,23.1,91.9667,22.06,38,61,1.0,BD,1705897126
405,springbok,-29.6643,17.8865,14.1,70,0,1.19,ZA,1705897126
406,saint-francois,46.4154,3.9054,3.69,93,40,2.57,FR,1705897127
407,rongelap,11.1635,166.8941,26.33,78,70,9.72,MH,1705897127
408,alo,7.4178,6.7371,22.3,21,0,1.28,NG,1705897128
409,nagqu,31.5,92.0,-13.84,42,1,1.58,CN,1705897128
410,fiambala,-27.6871,-67.6149,20.22,75,97,3.27,AR,1705897129
411,new norfolk,-42.7826,147.0587,16.51,45,94,2.35,AU,1705897129
412,arsen'yev,44.1631,133.2733,-16.07,88,100,2.49,RU,1705897130
413,micheweni,-4.9667,39.8333,26.95,82,100,4.05,TZ,1705897130
414,ongjin,37.9347,125.3619,-7.81,63,100,12.49,KP,1705897130
415,sinan,34.8262,126.1086,-1.94,79,100,15.67,KR,1705897131
416,abay,49.6311,72.8539,-23.79,76,2,2.4,KZ,1705897131
417,nay pyi taw,19.745,96.1297,25.92,25,23,0.12,MM,1705897132
418,altai,46.3722,96.2583,-18.4,66,0,0.69,MN,1705897132
419,quellon,-43.1167,-73.6167,13.53,84,0,4.58,CL,1705897133
420,onega,63.9061,38.1404,-8.57,95,100,3.74,RU,1705897133
421,inderbor,48.55,51.7833,-7.01,86,100,7.29,KZ,1705897133
422,joshimath,30.5667,79.5667,11.94,10,36,1.05,IN,1705897033
423,hobyo,5.3505,48.5268,24.05,79,25,7.6,SO,1705897135
424,rwamagana,-1.9487,30.4347,17.69,89,100,0.45,RW,1705897135
425,yemva,62.59,50.8594,-23.26,99,100,2.32,RU,1705897136
426,itambacuri,-18.0311,-41.685,22.0,96,90,1.1,BR,1705897136
427,bhuj,23.2667,69.6667,21.19,45,68,1.78,IN,1705896902
428,masterton,-40.9597,175.6575,26.72,72,100,3.38,NZ,1705897137
429,anna regina,7.2644,-58.5077,24.63,87,17,4.02,GY,1705897137
430,at taj,24.2049,23.2857,11.44,77,52,4.32,LY,1705897137
431,niamey,13.5137,2.1098,20.16,15,0,3.09,NE,1705896887
432,majene,-3.5403,118.9707,31.31,59,100,5.97,ID,1705897139
433,san andres,12.5847,-81.7006,28.01,78,20,5.66,CO,1705897139
434,howard springs,-12.497,131.047,31.57,88,33,6.86,AU,1705897140
435,anton lizardo,19.05,-95.9833,20.68,97,100,4.67,MX,1705897140
436,porto santo stefano,42.4338,11.1237,-1.21,41,0,1.97,IT,1705897140
437,chanika,-5.4167,38.0167,19.86,96,100,2.88,TZ,1705897141
438,smara,26.7384,-11.6719,13.05,87,15,2.84,EH,1705897141
439,tsengel,49.4783,100.8894,-20.18,82,5,1.58,MN,1705897142
440,lodja,-3.4833,23.4333,21.27,93,97,0.72,CD,1705897142
441,tual,-5.6667,132.75,27.96,79,100,7.38,ID,1705897142
442,taoudenni,22.6783,-3.9836,19.33,11,100,5.17,ML,1705897143
443,newman,37.3138,-121.0208,15.08,86,100,1.79,US,1705897143
444,novyy urgal,51.0736,132.5642,-26.14,79,33,0.66,RU,1705897144
445,kattivakkam,13.2167,80.3167,27.05,64,39,3.42,IN,1705897144
446,tazacorte,28.629,-17.9293,18.54,73,100,9.83,ES,1705897144
447,zakynthos,37.7914,20.8953,2.68,56,22,7.99,GR,1705897145
448,yondo,7.0062,-73.9097,25.78,85,47,0.9,CO,1705897145
449,maceio,-9.6658,-35.7353,26.69,89,20,3.6,BR,1705896866
450,ghanzi,-21.5667,21.7833,19.7,56,3,3.26,BW,1705897146
451,tazovsky,67.4667,78.7,-8.04,95,100,5.04,RU,1705897147
452,coronel dorrego,-38.7187,-61.2873,23.39,26,3,5.7,AR,1705897147
453,uzgen,40.7699,73.3007,-0.84,45,2,2.17,KG,1705897147
454,macau,22.2006,113.5461,15.89,77,40,9.26,MO,1705896391
455,torbat-e heydariyeh,35.274,59.2195,4.74,33,0,1.61,IR,1705897149
456,mercedes,-34.6515,-59.4307,19.92,76,0,3.02,AR,1705897149
457,mana,5.6592,-53.7767,25.61,79,5,4.99,GF,1705896741
458,neryungri,56.6709,124.6491,-15.64,94,100,0.45,RU,1705897149
459,howrah,22.5892,88.3103,12.0,87,40,3.6,IN,1705896958
460,ruidoso,33.3317,-105.673,5.71,86,75,4.63,US,1705897151
461,nishinoomote,30.7333,131.0,12.31,76,75,7.72,JP,1705897151
462,yung shue wan,22.2333,114.1167,15.93,69,100,0.89,HK,1705897153
463,bardai,11.65,7.2333,15.5,16,5,4.1,NG,1705897153
464,miquelon,47.0975,-56.3814,-1.0,80,88,8.27,PM,1705897154
465,kapit,2.0167,112.9333,32.31,60,95,0.64,MY,1705896982
466,dzilam gonzalez,21.2833,-88.9333,22.42,69,100,4.02,MX,1705897155
467,ryotsu-minato,38.0833,138.4333,8.8,75,100,3.49,JP,1705896926
468,porto novo,6.4965,2.6036,26.9,91,1,1.77,BJ,1705897155
469,awjilah,29.1081,21.2869,11.98,84,92,4.14,LY,1705897156
470,siwan,26.2167,84.3667,13.44,47,2,0.67,IN,1705896915
471,kiunga,-6.1219,141.2906,31.3,60,100,1.72,PG,1705897156
472,sitarganj,28.9333,79.7,8.14,37,1,2.24,IN,1705897157
473,pyetrykaw,52.1289,28.4921,-6.47,91,100,4.33,BY,1705897157
474,lebu,-37.6167,-73.65,13.63,92,6,5.76,CL,1705897158
475,zemio,5.0314,25.1361,17.86,24,35,1.07,CF,1705897159
476,yermentau,51.6214,73.1069,-15.93,78,31,1.92,KZ,1705897160
477,usogorsk,63.4106,48.6872,-26.3,100,65,2.08,RU,1705897160
478,puerto aysen,-45.4,-72.7,12.22,97,1,1.15,CL,1705897160
479,alta,69.9689,23.2717,-10.41,83,100,2.57,NO,1705897161
480,dhuusamarreeb,5.535,46.3861,20.99,63,89,5.0,SO,1705897161
481,broome,42.2506,-75.833,-7.57,84,100,1.54,US,1705897161
482,shingu,33.7333,135.9833,13.63,60,10,1.83,JP,1705896866
483,santana,-0.0583,-51.1817,26.1,94,20,1.54,BR,1705897162
484,badger,64.8,-147.5333,-31.86,67,0,2.06,US,1705897163
485,sikonge,-5.6333,32.7667,17.21,96,100,0.77,TZ,1705897163
486,ouadda,8.0777,22.4007,15.7,17,62,1.68,CF,1705897163
487,conde,-7.2597,-34.9075,26.7,83,20,1.54,BR,1705897164
488,mukalla,14.5425,49.1242,23.58,56,100,1.82,YE,1705897164
489,vuktyl,63.8567,57.3094,-14.38,96,100,3.13,RU,1705897165
490,comodoro rivadavia,-45.8667,-67.5,18.92,30,0,0.0,AR,1705896980
491,ishikawa,26.4233,127.8214,19.41,60,100,7.72,JP,1705896987
492,mao,39.8885,4.2658,7.31,93,20,2.57,ES,1705897167
493,salekhard,66.53,66.6019,-11.04,95,100,6.24,RU,1705897167
494,amqui,48.4638,-67.4313,-14.97,92,45,2.81,CA,1705897167
495,puerto ayacucho,5.6639,-67.6236,27.75,56,55,3.03,VE,1705897168
496,hancheng,32.5186,112.3522,-0.16,27,100,3.78,CN,1705897169
497,chippewa falls,44.9369,-91.3929,-6.9,69,0,5.14,US,1705897169
498,zalesovo,53.9939,84.7431,-19.32,91,8,0.81,RU,1705897170
499,kogalym,62.2654,74.4791,-7.52,81,98,10.47,RU,1705897170
500,alpena,45.0617,-83.4327,-4.86,85,100,4.12,US,1705897171
501,villa de cos,23.2833,-102.35,15.97,36,100,4.91,MX,1705897171
502,la ronge,55.1001,-105.2842,-17.86,71,75,2.57,CA,1705897172
503,mogocha,53.7333,119.7667,-18.95,75,68,1.26,RU,1705897172
504,nyala,12.05,24.8833,16.32,14,100,4.96,SD,1705897172
505,kyren,51.6828,102.1408,-14.47,79,22,0.45,RU,1705897173
506,mesquite,32.7668,-96.5992,2.41,62,100,2.68,US,1705897173
507,ciudad lazaro cardenas,17.9583,-102.2,24.34,83,34,1.29,MX,1705897102
508,shalqar,47.8333,59.6,-8.53,88,86,3.49,KZ,1705897175
509,wad az zaki,14.4619,32.2065,19.48,23,47,4.37,SD,1705897175
510,shanwei,22.782,115.3475,13.96,60,100,6.03,CN,1705897176
511,raub,3.7899,101.857,29.84,87,88,0.97,MY,1705897176
512,san ignacio de velasco,-16.3667,-60.95,23.29,95,65,1.73,BO,1705897177
513,sisimiut,66.9395,-53.6735,-10.88,93,100,4.21,GL,1705897177
514,tobelo,1.7284,128.0095,24.35,94,100,1.1,ID,1705897177
515,burang,30.25,81.1667,-5.42,18,9,1.09,CN,1705897178
516,inirida,3.8653,-67.9239,25.95,74,40,0.47,CO,1705897178
517,myeik,12.4333,98.6,27.82,43,30,2.56,MM,1705897178
518,gladstone,-23.85,151.25,31.96,58,1,6.17,AU,1705897179
519,smidovich,48.6,133.8167,-16.66,88,100,3.59,RU,1705897179
520,dobryanka,58.4619,56.4165,-14.86,94,99,3.18,RU,1705897179
521,betul,21.9153,77.8961,17.68,26,78,1.09,IN,1705897181
522,bac lieu,9.285,105.7244,29.11,58,15,8.94,VN,1705897094
523,kolonia town,6.964,158.206,28.0,89,100,2.06,FM,1705897181
524,opuwo,-18.0607,13.84,19.56,50,56,1.58,NA,1705897182
525,diapaga,12.0708,1.7889,20.82,12,13,3.19,BF,1705897182
526,souq larb'a al gharb,34.6866,-6.0027,9.1,82,0,2.16,MA,1705897183
527,wad rawah,15.1603,33.1397,20.9,29,65,4.19,SD,1705897183
528,nago,26.5881,127.9761,19.47,71,100,8.86,JP,1705896951
529,sao jose da coroa grande,-8.8978,-35.1478,26.74,79,0,5.13,BR,1705897184
530,kuala belait,4.5833,114.1833,32.09,68,75,3.57,BN,1705896969
531,zuni pueblo,35.0725,-108.8506,2.35,99,100,2.04,US,1705897184
532,medvezh'yegorsk,62.9167,34.4667,-5.98,93,100,4.33,RU,1705897185
533,forbes,-33.3833,148.0167,33.29,17,0,4.02,AU,1705897185
534,takaungu,-3.6837,39.8566,25.27,85,100,3.32,KE,1705897185
535,fairfield,41.2668,-73.3162,-3.64,64,0,2.57,US,1705897185
536,nieuw amsterdam,5.8833,-55.0833,23.09,81,0,4.25,SR,1705897186
537,nehe,48.4833,124.8333,-20.8,83,36,2.48,CN,1705897186
538,geraldton,-28.7667,114.6,28.23,42,21,8.75,AU,1705897187
539,takoradi,4.8845,-1.7554,26.49,88,0,1.97,GH,1705897187
540,mabaruma,8.2,-59.7833,21.99,99,9,1.36,GY,1705897187
541,lys'va,58.1086,57.8053,-12.16,93,100,4.12,RU,1705897188
542,pailon,-17.65,-62.75,26.5,71,93,3.58,BO,1705897188
543,lospalos,-8.5186,127.0025,28.97,62,95,9.03,TL,1705897188
544,barinitas,8.7622,-70.4111,23.43,44,2,2.55,VE,1705897189
545,huancavelica,-12.7667,-74.9833,4.75,96,100,1.43,PE,1705897190
546,coahuayana de hidalgo,18.7,-103.6583,22.62,80,0,1.55,MX,1705897191
547,matamey,13.4231,8.4749,16.7,14,3,4.18,NE,1705897191
548,qujing,25.4833,103.7833,-0.62,88,100,4.92,CN,1705897191
549,qamdo,31.1667,97.2333,-8.13,41,18,1.28,CN,1705897192
550,kesinga,20.2,83.2333,23.45,68,76,2.14,IN,1705897192
551,wanxian,30.8039,108.3897,5.99,74,100,2.54,CN,1705897192
